UId,created,Id_user_data,psicological_feature,biological_feature,personal_feature
,,717,2.4,1.5,2.6666666666666665
,,718,2.4,3.0,1.8333333333333333
,,719,2.0,2.0,3.3333333333333335
,,720,2.6,1.75,2.3333333333333335
,,721,1.2,2.25,3.5
,,722,3.0,1.5,2.8333333333333335
,,723,3.8,2.75,3.5
,,724,4.0,2.0,4.5
,,725,3.0,3.25,2.8333333333333335
,,726,2.6,1.0,2.6666666666666665
,,727,4.2,3.0,4.833333333333333
,,728,3.2,2.0,2.3333333333333335
,,729,3.6,2.25,3.0
,,730,2.6,2.25,2.1666666666666665
,,731,4.0,3.75,2.6666666666666665
,,732,1.8,1.75,3.1666666666666665
,,733,2.8,2.5,3.0
,,734,1.8,2.0,3.3333333333333335
,,735,4.0,3.5,3.0
,,736,1.8,2.0,2.3333333333333335
,,737,3.2,3.75,3.0
,,738,2.6,2.5,2.6666666666666665
,,739,3.4,2.75,2.5
,,740,2.2,2.5,3.3333333333333335
,,741,3.8,3.0,3.6666666666666665
,,742,2.6,1.75,3.3333333333333335
,,743,3.4,2.75,3.0
,,744,2.2,1.75,3.5
,,745,2.6,2.0,2.3333333333333335
,,746,3.2,1.75,2.6666666666666665
,,747,3.2,2.5,2.6666666666666665
,,748,2.0,2.75,2.8333333333333335
,,749,1.8,3.0,3.3333333333333335
,,750,2.8,3.75,2.1666666666666665
,,751,3.6,3.25,1.8333333333333333
,,752,2.2,1.75,2.8333333333333335
,,753,1.8,2.75,2.0
,,754,3.0,2.75,2.3333333333333335
,,755,2.0,4.0,3.1666666666666665
,,756,2.8,2.25,2.6666666666666665
,,757,3.0,3.25,2.6666666666666665
,,758,2.2,1.75,1.8333333333333333
,,759,3.6,3.5,3.0
,,760,2.0,1.5,3.0
,,761,1.8,2.75,2.6666666666666665
,,762,2.2,2.25,2.3333333333333335
,,763,3.6,3.0,3.1666666666666665
,,764,2.0,2.0,2.1666666666666665
,,765,2.2,2.75,4.0
,,766,2.0,3.25,3.1666666666666665
,,767,2.8,3.25,2.5
,,768,3.0,3.75,4.166666666666667
,,769,2.8,2.25,2.5
,,770,3.2,2.5,2.8333333333333335
,,771,3.0,3.0,4.0
,,772,1.6,2.0,2.6666666666666665
,,773,4.0,3.5,3.3333333333333335
,,774,3.2,2.75,4.166666666666667
,,775,4.0,2.5,3.5
,,776,4.0,2.5,3.8333333333333335
,,777,2.8,2.0,3.0
,,778,3.4,3.25,3.0
,,779,2.6,1.75,4.0
,,780,3.2,2.5,3.5
,,781,2.8,2.5,3.5
,,782,2.6,3.5,2.3333333333333335
,,783,3.0,2.0,2.6666666666666665
,,784,2.4,2.5,3.0
,,785,3.2,2.25,2.6666666666666665
,,786,3.4,2.5,2.6666666666666665
,,787,3.2,2.75,4.0
,,788,1.8,2.5,1.8333333333333333
,,789,3.4,2.75,2.5
,,790,2.4,2.75,3.3333333333333335
,,791,2.8,2.75,2.5
,,792,2.8,1.75,3.3333333333333335
,,793,2.6,2.25,3.0
,,794,2.8,2.0,3.0
,,795,2.4,3.25,3.5
,,796,2.2,1.25,3.5
,,797,2.6,1.5,2.6666666666666665
,,798,3.4,4.0,2.3333333333333335
,,799,2.2,3.0,2.1666666666666665
,,800,2.4,2.75,2.8333333333333335
,,801,3.0,1.75,2.0
,,802,3.4,3.0,2.5
,,803,2.6,2.5,3.3333333333333335
,,804,2.0,3.75,2.3333333333333335
,,805,2.2,1.75,2.8333333333333335
,,806,4.8,4.0,3.5
,,807,2.8,2.0,1.8333333333333333
,,808,2.4,3.25,2.1666666666666665
,,809,1.6,1.75,2.1666666666666665
,,810,4.0,2.25,2.6666666666666665
,,811,2.6,2.75,2.3333333333333335
,,812,2.8,2.75,2.5
,,813,3.0,2.5,1.6666666666666667
,,814,3.0,3.25,2.5
,,815,2.8,2.25,2.5
,,816,3.6,4.5,2.8333333333333335
,,817,2.6,1.75,2.8333333333333335
,,818,3.0,2.5,2.5
,,819,3.6,3.0,2.8333333333333335
,,820,2.0,1.75,2.8333333333333335
,,821,2.8,2.75,3.6666666666666665
,,822,1.6,2.0,1.8333333333333333
,,823,2.2,2.5,1.5
,,824,1.2,3.25,1.6666666666666667
,,825,3.2,3.0,2.3333333333333335
,,826,2.2,3.5,2.5
,,827,2.6,2.75,2.6666666666666665
,,828,2.0,2.25,3.1666666666666665
,,829,3.2,2.75,2.1666666666666665
,,830,3.2,2.0,3.0
,,831,2.4,2.75,3.1666666666666665
,,832,3.4,3.0,2.3333333333333335
,,833,3.6,2.75,3.1666666666666665
,,834,3.0,3.0,2.1666666666666665
,,835,4.0,3.5,3.1666666666666665
,,836,4.2,4.0,2.5
,,837,2.4,3.0,3.0
,,838,2.4,2.5,2.1666666666666665
,,839,3.6,2.5,2.5
,,840,2.2,1.5,1.8333333333333333
,,841,3.0,3.25,2.8333333333333335
,,842,3.8,3.25,3.0
,,843,2.2,2.75,2.1666666666666665
